Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"12.10.2020 12:51"
Zeitbezug:;MEZ
Messstellen-Name:;Kempten
Messstellen-Nr.:;11402001
Gewässer:;Iller
Ostwert:;598747;Nordwert:;5287175;"ETRS89 / UTM Zone 32N"
2017-05-01;59,5;63,9;54,2;Rohdaten
2017-05-02;60,3;67,6;55,1;Rohdaten
2017-05-03;55,9;62,2;49,7;Rohdaten
2017-05-04;51,5;56,9;46,7;Rohdaten
2017-05-05;52,1;59,5;42,4;Rohdaten
2017-05-06;50,9;55,1;46;Rohdaten
2017-05-07;96;110;51,9;Rohdaten
2017-05-08;115;142;102;Rohdaten
2017-05-09;119;146;87,4;Rohdaten
2017-05-10;74,3;87,4;65,7;Rohdaten
2017-05-11;63,1;69,5;51,9;Rohdaten
2017-05-12;61;67,6;56,9;Rohdaten
2017-05-13;67,2;73,3;63,1;Rohdaten
2017-05-14;104;146;69,5;Rohdaten
2017-05-15;91,1;106;78,1;Rohdaten
2017-05-16;69,5;79,1;59,5;Rohdaten
2017-05-17;61,2;66,7;54,2;Rohdaten
2017-05-18;63,1;68,6;56,9;Rohdaten
2017-05-19;62,8;68,6;52,6;Rohdaten
2017-05-20;57,8;69,5;48,2;Rohdaten
2017-05-21;43,2;48,9;31,9;Rohdaten
2017-05-22;42;57,8;29,6;Rohdaten
2017-05-23;45,4;49,7;40,3;Rohdaten
2017-05-24;50;53,4;47,5;Rohdaten
2017-05-25;50,3;60,4;38,2;Rohdaten
2017-05-26;43,8;49,7;38,2;Rohdaten
2017-05-27;42,4;47,5;37,6;Rohdaten
2017-05-28;42,8;48,2;37,6;Rohdaten
2017-05-29;42,7;51,2;36,9;Rohdaten
2017-05-30;43,2;48,2;38,2;Rohdaten
2017-05-31;45,6;48,9;40,3;Rohdaten
2017-06-01;47,6;56;40,3;Rohdaten
2017-06-02;45,6;52,6;38,9;Rohdaten
2017-06-03;39,6;48,9;34,8;Rohdaten
2017-06-04;52;82,2;35,5;Rohdaten
2017-06-05;52;65,7;43,8;Rohdaten
2017-06-06;55,6;116;42,4;Rohdaten
2017-06-07;73,6;115;53,4;Rohdaten
2017-06-08;45,8;61,3;38,2;Rohdaten
2017-06-09;36,8;47,5;30,7;Rohdaten
2017-06-10;34,9;38,9;26,7;Rohdaten
2017-06-11;32,6;41;28,4;Rohdaten
2017-06-12;31,6;37,6;28,4;Rohdaten
2017-06-13;30,7;35,5;27,8;Rohdaten
2017-06-14;28,9;33,6;25,9;Rohdaten
2017-06-15;27,8;38,9;21,5;Rohdaten
2017-06-16;47,6;63,9;25;Rohdaten
2017-06-17;34,9;43,1;30,1;Rohdaten
2017-06-18;26,6;29,5;17,5;Rohdaten
2017-06-19;24;28,8;17,5;Rohdaten
2017-06-20;22,6;27,5;17,5;Rohdaten
2017-06-21;22,2;30,1;16,9;Rohdaten
2017-06-22;20,3;29,5;15;Rohdaten
2017-06-23;22,2;29,5;16,9;Rohdaten
2017-06-24;21,4;23,6;19,1;Rohdaten
2017-06-25;28,4;49,8;18;Rohdaten
2017-06-26;27,3;38,2;21,9;Rohdaten
2017-06-27;25,3;33,6;20,7;Rohdaten
2017-06-28;23,3;26,1;20,7;Rohdaten
2017-06-29;39,1;57,9;22,4;Rohdaten
2017-06-30;48,7;59,8;37,3;Rohdaten
2017-07-01;44,3;52,4;34,4;Rohdaten
2017-07-02;40,7;51,5;33,6;Rohdaten
2017-07-03;70;89;48,8;Rohdaten
2017-07-04;50,8;64,7;38,2;Rohdaten
2017-07-05;34,6;43;26,8;Rohdaten
2017-07-06;27,1;38,2;22,4;Rohdaten
2017-07-07;24,6;30,1;21,3;Rohdaten
2017-07-08;24,1;28,1;20,7;Rohdaten
2017-07-09;33,6;43,8;24,3;Rohdaten
2017-07-10;27,9;32,3;24,9;Rohdaten
2017-07-11;46,9;65,6;28,1;Rohdaten
2017-07-12;37,5;44,6;29,5;Rohdaten
2017-07-13;49,5;64,7;29,5;Rohdaten
2017-07-14;45,6;64,7;37,3;Rohdaten
2017-07-15;71,2;88;52,4;Rohdaten
2017-07-16;44,9;54,2;35,2;Rohdaten
2017-07-17;33,5;39,7;23,6;Rohdaten
2017-07-18;29,5;35,9;26,1;Rohdaten
2017-07-19;41,2;59,8;32,3;Rohdaten
2017-07-20;41,7;54,2;31,5;Rohdaten
2017-07-21;36;47,1;29,5;Rohdaten
2017-07-22;44,4;61,7;31,5;Rohdaten
2017-07-23;43,2;55,1;28,8;Rohdaten
2017-07-24;52;106;34,4;Rohdaten
2017-07-25;177;231;98,7;Rohdaten
2017-07-26;286;376;165;Rohdaten
2017-07-27;242;378;147;Rohdaten
2017-07-28;136;147;126;Rohdaten
2017-07-29;97,3;125;78;Rohdaten
2017-07-30;67,9;76,9;57,9;Rohdaten
2017-07-31;54,2;60,8;48;Rohdaten
2017-08-01;43,5;48,8;35,9;Rohdaten
2017-08-02;39,9;48;29,5;Rohdaten
2017-08-03;34,3;40,5;29,5;Rohdaten
2017-08-04;28,9;35,9;23;Rohdaten
2017-08-05;26,3;30,1;23,6;Rohdaten
2017-08-06;30,7;35,9;26,1;Rohdaten
2017-08-07;25,2;33;18,5;Rohdaten
2017-08-08;24;34,9;17,3;Rohdaten
2017-08-09;78,6;116;37,1;Rohdaten
2017-08-10;48;57,7;37,9;Rohdaten
2017-08-11;64;70,4;53;Rohdaten
2017-08-12;81,4;94,6;66,3;Rohdaten
2017-08-13;63;79,8;47,7;Rohdaten
2017-08-14;44;51,2;35,7;Rohdaten
2017-08-15;36,2;41,1;32,7;Rohdaten
2017-08-16;36,7;41,8;32,7;Rohdaten
2017-08-17;30,8;34,1;27,9;Rohdaten
2017-08-18;29,9;49,5;19,9;Rohdaten
2017-08-19;56,4;67,4;46;Rohdaten
2017-08-20;52,4;60,5;44,3;Rohdaten
2017-08-21;38,8;46;30,6;Rohdaten
2017-08-22;30,8;42,7;24,7;Rohdaten
2017-08-23;26,3;46;11,6;Rohdaten
2017-08-24;24,3;34,1;16,3;Rohdaten
2017-08-25;23,6;26,6;20,5;Rohdaten
2017-08-26;21,3;22,8;19,9;Rohdaten
2017-08-27;19,9;21,6;18,3;Rohdaten
2017-08-28;19,2;30,6;14;Rohdaten
2017-08-29;17,2;19,9;14,4;Rohdaten
2017-08-30;16,3;19,9;13,6;Rohdaten
2017-08-31;18,1;24,1;14,4;Rohdaten
2017-09-01;140;246;22,8;Rohdaten
2017-09-02;233;342;104;Rohdaten
2017-09-03;179;220;136;Rohdaten
2017-09-04;99,8;135;76,7;Rohdaten
2017-09-05;82,5;102;71,2;Rohdaten
2017-09-06;77,5;98,6;64,2;Rohdaten
2017-09-07;73,7;90;59,4;Rohdaten
2017-09-08;51;57,5;45,1;Rohdaten
2017-09-09;42,4;45,9;37,9;Rohdaten
2017-09-10;63,7;76,4;41,8;Rohdaten
2017-09-11;52,5;63,3;45,1;Rohdaten
2017-09-12;47,9;62,3;39,5;Rohdaten
2017-09-13;56,7;72,3;48,5;Rohdaten
2017-09-14;65,5;98,6;52;Rohdaten
2017-09-15;66,4;88,5;52;Rohdaten
2017-09-16;60,5;71,2;52;Rohdaten
2017-09-17;53,8;66,2;46,8;Rohdaten
2017-09-18;46,6;58,5;37,2;Rohdaten
2017-09-19;42,8;47,6;39,5;Rohdaten
2017-09-20;46,4;48,5;42,6;Rohdaten
2017-09-21;42,2;48,5;36,3;Rohdaten
2017-09-22;35,8;40,2;30,6;Rohdaten
2017-09-23;32,2;34,8;28,5;Rohdaten
2017-09-24;32,6;39,5;27,2;Rohdaten
2017-09-25;32,7;37,9;29,2;Rohdaten
2017-09-26;28,9;32;21,7;Rohdaten
2017-09-27;28,3;35,6;23,4;Rohdaten
2017-09-28;26;30,6;22,3;Rohdaten
2017-09-29;23,2;26,6;20,5;Rohdaten
2017-09-30;20,6;25,3;17,8;Rohdaten
2017-10-01;54,7;70,2;20,5;Rohdaten
2017-10-02;40;52;32,7;Rohdaten
2017-10-03;95,5;250;32;Rohdaten
2017-10-04;79,8;127;55,7;Rohdaten
2017-10-05;47,8;58,5;37,2;Rohdaten
2017-10-06;96,5;144;46,8;Rohdaten
2017-10-07;83,6;95,9;72,3;Rohdaten
2017-10-08;68,3;73,3;63,3;Rohdaten
2017-10-09;70,4;79,9;62,3;Rohdaten
2017-10-10;54,8;63,3;47,6;Rohdaten
2017-10-11;44,4;49,4;38,6;Rohdaten
2017-10-12;37,1;41,8;31,3;Rohdaten
2017-10-13;32,6;36,3;29,9;Rohdaten
2017-10-14;28,6;32,7;25,3;Rohdaten
2017-10-15;26,1;29,9;23,4;Rohdaten
2017-10-16;24;27,2;21,7;Rohdaten
2017-10-17;22,3;24,7;19,9;Rohdaten
2017-10-18;20,8;23,4;18,3;Rohdaten
2017-10-19;19;21,7;16,3;Rohdaten
2017-10-20;18,1;27,9;6,15;Rohdaten
2017-10-21;17,2;18,8;15,3;Rohdaten
2017-10-22;18,2;25,9;15,3;Rohdaten
2017-10-23;30;41;17,8;Rohdaten
2017-10-24;38,9;44,2;34,8;Rohdaten
2017-10-25;32,7;37,9;29,9;Rohdaten
2017-10-26;33,5;41,8;27,9;Rohdaten
2017-10-27;46,7;98,6;21,7;Rohdaten
2017-10-28;54,8;86,4;39,5;Rohdaten
2017-10-29;56,6;169;32,7;Rohdaten
2017-10-30;99,7;169;61,3;Rohdaten
2017-10-31;50,4;61,3;29,2;Rohdaten
2017-11-01;37,1;42,6;32,7;Rohdaten
2017-11-02;31,8;34,8;27,9;Rohdaten
2017-11-03;27,2;31,3;22,3;Rohdaten
2017-11-04;24,3;27,2;21,7;Rohdaten
2017-11-05;26,9;51,2;19,4;Rohdaten
2017-11-06;50,1;56,4;37,6;Rohdaten
2017-11-07;41,1;48,3;35,4;Rohdaten
2017-11-08;41,8;46,6;35,4;Rohdaten
2017-11-09;36,4;44,1;31;Rohdaten
2017-11-10;30,1;33,9;24,5;Rohdaten
2017-11-11;47,3;78,4;27,7;Rohdaten
2017-11-12;226;297;79,5;Rohdaten
2017-11-13;147;239;98,1;Rohdaten
2017-11-14;79,8;96,5;68,1;Rohdaten
2017-11-15;58,9;68,1;52,7;Rohdaten
2017-11-16;48,8;54,6;44,9;Rohdaten
2017-11-17;40,1;46,6;33,9;Rohdaten
2017-11-18;36;41,6;33,2;Rohdaten
2017-11-19;34,7;36,9;33,2;Rohdaten
2017-11-20;31,8;35,4;20,9;Rohdaten
2017-11-21;38,8;48,3;29;Rohdaten
2017-11-22;41;45,7;36,2;Rohdaten
2017-11-23;37,5;41,6;33,9;Rohdaten
2017-11-24;34,7;36,2;32,4;Rohdaten
2017-11-25;37,4;47,4;32,4;Rohdaten
2017-11-26;42;50,1;36,9;Rohdaten
2017-11-27;34,4;38,4;30,4;Rohdaten
2017-11-28;30,3;33,9;26,3;Rohdaten
2017-11-29;28,2;32,4;25,7;Rohdaten
2017-11-30;26,9;31;23,2;Rohdaten
2017-12-01;25,1;28,3;22,6;Rohdaten
2017-12-02;22,9;27;20,3;Rohdaten
2017-12-03;21,5;23,2;20,3;Rohdaten
2017-12-04;20,5;23,2;18,2;Rohdaten
2017-12-05;20,9;22,6;19,8;Rohdaten
2017-12-06;20,2;22;19,2;Rohdaten
2017-12-07;19,8;21,5;18,2;Rohdaten
2017-12-08;22;32,4;16,6;Rohdaten
2017-12-09;24,3;29;20,3;Rohdaten
2017-12-10;23,6;46,6;17,6;Rohdaten
2017-12-11;42,6;50,1;37,6;Rohdaten
2017-12-12;73,1;95,4;45,7;Rohdaten
2017-12-13;47,7;59,2;38,4;Rohdaten
2017-12-14;42,7;50,1;31;Rohdaten
2017-12-15;51,2;61,1;41,6;Rohdaten
2017-12-16;39,4;46,6;33,9;Rohdaten
2017-12-17;32,7;35,4;29;Rohdaten
2017-12-18;29,5;35,4;13,5;Rohdaten
2017-12-19;27,1;33,2;22;Rohdaten
2017-12-20;26,1;34,6;20,3;Rohdaten
2017-12-21;24,4;31,8;19,8;Rohdaten
2017-12-22;34,1;47,4;23,8;Rohdaten
2017-12-23;51,3;54,6;45,7;Rohdaten
2017-12-24;44,3;51,8;37,6;Rohdaten
2017-12-25;35,5;40;32,4;Rohdaten
2017-12-26;31,7;35,4;28,3;Rohdaten
2017-12-27;28,7;35,4;23,2;Rohdaten
2017-12-28;28;32,4;23,2;Rohdaten
2017-12-29;25,6;29;22,6;Rohdaten
2017-12-30;28,9;54,6;20,9;Rohdaten
2017-12-31;126;171;56,4;Rohdaten
2018-01-01;83,1;102;70;Rohdaten
2018-01-02;62;70;53,6;Rohdaten
2018-01-03;94,2;184;43,3;Rohdaten
2018-01-04;147;353;89,6;Rohdaten
2018-01-05;306;387;184;Rohdaten
2018-01-06;138;184;105;Rohdaten
2018-01-07;87,8;105;76,3;Rohdaten
2018-01-08;68,5;75,2;62,1;Rohdaten
2018-01-09;62;64,1;58,3;Rohdaten
2018-01-10;55,9;64,1;49,1;Rohdaten
2018-01-11;45,4;50,1;40,8;Rohdaten
2018-01-12;38,7;43,3;35,4;Rohdaten
2018-01-13;34,9;40,8;29;Rohdaten
2018-01-14;31,7;37,6;28,3;Rohdaten
2018-01-15;29,1;35,4;21,5;Rohdaten
2018-01-16;40,3;85;26,3;Rohdaten
2018-01-17;71,4;87;52,7;Rohdaten
2018-01-18;49,7;62,1;43,3;Rohdaten
2018-01-19;116;158;65;Rohdaten
2018-01-20;65,2;83;55,5;Rohdaten
2018-01-21;69,1;80,6;55,5;Rohdaten
2018-01-22;120;278;56,4;Rohdaten
2018-01-23;206;294;126;Rohdaten
2018-01-24;95,6;126;79,5;Rohdaten
2018-01-25;72,1;79,5;66;Rohdaten
2018-01-26;60,4;66;53,6;Rohdaten
2018-01-27;51,2;56,4;46,6;Rohdaten
2018-01-28;44,5;48,3;37,6;Rohdaten
2018-01-29;40,9;51;29;Rohdaten
2018-01-30;41,5;44,1;38,4;Rohdaten
2018-01-31;39;43,3;35,4;Rohdaten
2018-02-01;38,2;42,4;34,6;Rohdaten
2018-02-02;34,5;38,4;31,8;Rohdaten
2018-02-03;30,6;36,9;26,3;Rohdaten
2018-02-04;28,3;33,9;24,5;Rohdaten
2018-02-05;25,9;30,4;22,6;Rohdaten
2018-02-06;23,4;27;18,7;Rohdaten
2018-02-07;22,6;26,3;19,8;Rohdaten
2018-02-08;22,1;29;17,1;Rohdaten
2018-02-09;20,8;25,1;18,7;Rohdaten
2018-02-10;18,8;25,7;16,6;Rohdaten
2018-02-11;17,7;20,9;16,6;Rohdaten
2018-02-12;19,2;23,8;16,6;Rohdaten
2018-02-13;18;26,3;13,5;Rohdaten
2018-02-14;17,2;21,5;13,9;Rohdaten
2018-02-15;18;31;13,9;Rohdaten
2018-02-16;118;171;31;Rohdaten
2018-02-17;75,4;104;64,1;Rohdaten
2018-02-18;62;75,2;51,8;Rohdaten
2018-02-19;43,5;49,7;36,6;Rohdaten
2018-02-20;33,6;45,4;26,8;Rohdaten
2018-02-21;29,2;36,6;22,5;Rohdaten
2018-02-22;26,1;32,9;21,3;Rohdaten
2018-02-23;22,3;26,2;20,1;Rohdaten
2018-02-24;20;24,9;16,4;Rohdaten
2018-02-25;18,2;20,7;15,5;Rohdaten
2018-02-26;16,1;18,5;12,4;Rohdaten
2018-02-27;14,6;17,4;11,3;Rohdaten
2018-02-28;14,2;19,6;10,2;Rohdaten
2018-03-01;14;18;10,5;Rohdaten
2018-03-02;13,5;16;11,3;Rohdaten
2018-03-03;13,5;16,4;10,5;Rohdaten
2018-03-04;15,1;18,5;11,6;Rohdaten
2018-03-05;15,6;19,6;11,6;Rohdaten
2018-03-06;16,3;28,8;11,6;Rohdaten
2018-03-07;16,5;27,4;12,1;Rohdaten
2018-03-08;17,1;20,7;14,1;Rohdaten
2018-03-09;16;19;12,4;Rohdaten
2018-03-10;16,9;20,7;12,4;Rohdaten
2018-03-11;22,1;27,4;18;Rohdaten
2018-03-12;29,6;38,9;23;Rohdaten
2018-03-13;37,6;47,9;30,8;Rohdaten
2018-03-14;40,3;47,1;35,1;Rohdaten
2018-03-15;32,5;38,9;27,4;Rohdaten
2018-03-16;28,2;34,4;24,3;Rohdaten
2018-03-17;27,3;32,9;23;Rohdaten
2018-03-18;26,8;32,9;23;Rohdaten
2018-03-19;22,6;26,2;19;Rohdaten
2018-03-20;20,1;22,5;17,4;Rohdaten
2018-03-21;18,5;26,2;15,5;Rohdaten
2018-03-22;17,6;20,1;15;Rohdaten
2018-03-23;18,1;21,9;13,3;Rohdaten
2018-03-24;17,7;20,7;15;Rohdaten
2018-03-25;17,1;21,9;13,3;Rohdaten
2018-03-26;17,2;21,3;14,1;Rohdaten
2018-03-27;17,1;19,6;13,3;Rohdaten
2018-03-28;23,5;38,2;15,5;Rohdaten
2018-03-29;70,2;96,3;32,9;Rohdaten
2018-03-30;47,4;58,8;40,5;Rohdaten
2018-03-31;41,5;47,9;35,8;Rohdaten
2018-04-01;38,7;44,5;33,7;Rohdaten
2018-04-02;33,3;40,5;29,4;Rohdaten
2018-04-03;33,7;44,5;28,8;Rohdaten
2018-04-04;49,2;63,6;43,7;Rohdaten
2018-04-05;57;68,6;47,1;Rohdaten
2018-04-06;47,3;53,2;40,5;Rohdaten
2018-04-07;44,8;50,6;38,9;Rohdaten
2018-04-08;53,4;61,7;46,2;Rohdaten
2018-04-09;65,2;76,7;53;Rohdaten
2018-04-10;52,9;60,5;44,4;Rohdaten
2018-04-11;59,7;68,4;52,2;Rohdaten
2018-04-12;53,2;60,5;46;Rohdaten
2018-04-13;52,6;59,6;46;Rohdaten
2018-04-14;50,2;56,7;41,8;Rohdaten
2018-04-15;52;56,7;45,2;Rohdaten
2018-04-16;63;67,4;54,9;Rohdaten
2018-04-17;65;81;57,7;Rohdaten
2018-04-18;71,5;84,6;54;Rohdaten
2018-04-19;72,3;86,6;59,6;Rohdaten
2018-04-20;79,4;98,1;67,4;Rohdaten
2018-04-21;86,5;105;72,5;Rohdaten
2018-04-22;89,4;106;75,6;Rohdaten
2018-04-23;89;107;76,7;Rohdaten
2018-04-24;110;127;93,3;Rohdaten
2018-04-25;91,4;114;73,6;Rohdaten
2018-04-26;110;131;94,9;Rohdaten
2018-04-27;74,1;93,3;60,5;Rohdaten
2018-04-28;71,1;87,6;60,5;Rohdaten
2018-04-29;71;84,6;60,5;Rohdaten
2018-04-30;73,7;88,6;63,4;Rohdaten
2018-05-01;61,9;75,6;50,3;Rohdaten
2018-05-02;46,5;54;38,6;Rohdaten
2018-05-03;47,1;51,3;41,8;Rohdaten
2018-05-04;47,6;58,6;38,6;Rohdaten
2018-05-05;55,4;67,4;50,3;Rohdaten
2018-05-06;63,2;71,5;54;Rohdaten
2018-05-07;63,1;76,7;51,3;Rohdaten
2018-05-08;64,1;83,2;53;Rohdaten
2018-05-09;56,6;67,4;48,6;Rohdaten
2018-05-10;51,4;54;48,6;Rohdaten
2018-05-11;55,8;66,4;49,5;Rohdaten
2018-05-12;62,6;73,6;55,8;Rohdaten
2018-05-13;60,8;67,4;54,9;Rohdaten
2018-05-14;58,1;102;39,4;Rohdaten
2018-05-15;152;226;101;Rohdaten
2018-05-16;86,2;115;75,6;Rohdaten
2018-05-17;88,9;101;75,6;Rohdaten
2018-05-18;64,1;74,6;56,7;Rohdaten
2018-05-19;54,4;63,4;48,6;Rohdaten
2018-05-20;49,2;54;40,3;Rohdaten
2018-05-21;48,7;54,9;43,5;Rohdaten
2018-05-22;49,7;54,9;43,5;Rohdaten
2018-05-23;52,9;62,5;44,4;Rohdaten
2018-05-24;54,2;62,5;45,2;Rohdaten
2018-05-25;52,5;58,6;45,2;Rohdaten
2018-05-26;46,8;59,6;41,1;Rohdaten
2018-05-27;46,2;51,3;41,1;Rohdaten
2018-05-28;45,2;48,6;38,6;Rohdaten
2018-05-29;43,9;50,3;37,2;Rohdaten
2018-05-30;39,9;47,7;35,6;Rohdaten
2018-05-31;44,6;62,5;34,2;Rohdaten
2018-06-01;45,3;54;37,2;Rohdaten
2018-06-02;36,1;40,3;31,9;Rohdaten
2018-06-03;32,4;36,4;26,6;Rohdaten
2018-06-04;32,2;47,7;24;Rohdaten
2018-06-05;52,6;78,9;37,2;Rohdaten
2018-06-06;36,4;41,8;31,3;Rohdaten
2018-06-07;38;49,5;29,2;Rohdaten
2018-06-08;38,7;52,2;30,6;Rohdaten
2018-06-09;43,1;64,4;30,6;Rohdaten
2018-06-10;38,5;44,4;33,4;Rohdaten
2018-06-11;34,4;49,5;27,2;Rohdaten
2018-06-12;63;201;33,4;Rohdaten
2018-06-13;139;182;107;Rohdaten
2018-06-14;107;149;73,6;Rohdaten
2018-06-15;59,5;72,5;41,1;Rohdaten
2018-06-16;43;53;37,9;Rohdaten
2018-06-17;38,6;54,9;26,6;Rohdaten
2018-06-18;54;64,4;45,2;Rohdaten
2018-06-19;37,5;44,4;26,6;Rohdaten
2018-06-20;31,2;34,9;24,6;Rohdaten
2018-06-21;28,7;33,4;22,2;Rohdaten
2018-06-22;32,9;40,3;24,6;Rohdaten
2018-06-23;26,8;33,4;23,4;Rohdaten
2018-06-24;23,4;24,6;21,6;Rohdaten
2018-06-25;22,9;27,9;18,9;Rohdaten
2018-06-26;21,1;23,4;19,4;Rohdaten
